mesh,genus,resolution,method,metric,error
82891_sf,11.0,60,ndc,hd,0.026089807262977865
82891_sf,11.0,60,ndc,sdf,0.0076201045640788825
82891_sf,11.0,60,rfts,chf,0.07524159667901376
82891_sf,11.0,60,rfts,hd,0.32777965088579436
82891_sf,11.0,60,rfts,sdf,4.072870176856133
82891_sf,11.0,60,rfta,chf,0.015422819853458801
82891_sf,11.0,60,rfta,hd,0.06632803334791831
82891_sf,11.0,60,rfta,sdf,0.0020817747209009026
84757_sf,6.0,6,mc,chf,0.14579822911121315
84757_sf,6.0,6,mc,hd,0.23286705708184877
84757_sf,6.0,6,mc,sdf,7.920723279368508
84757_sf,6.0,6,ndc,chf,0.09647222393928007
84757_sf,6.0,6,ndc,hd,0.15413116506289753
84757_sf,6.0,6,ndc,sdf,2.3401813934929536
84757_sf,6.0,6,rfts,chf,0.06848300544820188
84757_sf,6.0,6,rfts,hd,0.18462460578652565
84757_sf,6.0,6,rfts,sdf,0.005409427269659517
84757_sf,6.0,6,rfta,chf,0.08430998904637033
84757_sf,6.0,6,rfta,hd,0.21112690118521837
84757_sf,6.0,6,rfta,sdf,0.04841885745845923
84757_sf,6.0,10,mc,chf,0.0764438260743391
84757_sf,6.0,10,mc,hd,0.15259565914266007
84757_sf,6.0,10,mc,sdf,1.108797817911328
84757_sf,6.0,10,ndc,chf,0.058652948585538385
84757_sf,6.0,10,ndc,hd,0.10749374823146778
84757_sf,6.0,10,ndc,sdf,0.2732487628306784
84757_sf,6.0,10,rfts,chf,0.06561588722669931
84757_sf,6.0,10,rfts,hd,0.16286181231212093
84757_sf,6.0,10,rfts,sdf,0.01834494291033072
84757_sf,6.0,10,rfta,chf,0.07996214539726028
84757_sf,6.0,10,rfta,hd,0.2062095774807508
84757_sf,6.0,10,rfta,sdf,0.11456304439564283
84757_sf,6.0,20,mc,chf,0.02824799801912329
84757_sf,6.0,20,mc,hd,0.05496749187503969
84757_sf,6.0,20,mc,sdf,0.1389832046187417
84757_sf,6.0,20,ndc,chf,0.01934796356377351
84757_sf,6.0,20,ndc,hd,0.051724658907074034
84757_sf,6.0,20,ndc,sdf,0.06202488490884874
84757_sf,6.0,20,rfts,chf,0.023229526798554334
84757_sf,6.0,20,rfts,hd,0.07337200099904667
84757_sf,6.0,20,rfts,sdf,0.018237414286327337
84757_sf,6.0,20,rfta,chf,0.0630806961964767
84757_sf,6.0,20,rfta,hd,0.1764092676387827
84757_sf,6.0,20,rfta,sdf,0.07827255887484859
84757_sf,6.0,30,mc,chf,0.01488771961257961
84757_sf,6.0,30,mc,hd,0.040656675162229344
84757_sf,6.0,30,mc,sdf,0.027559933940904432
84757_sf,6.0,30,ndc,chf,0.00871433801344351
84757_sf,6.0,30,ndc,hd,0.0256949661666574
84757_sf,6.0,30,ndc,sdf,0.028291460637652394
84757_sf,6.0,30,rfts,chf,0.06302467980314434
84757_sf,6.0,30,rfts,hd,0.14876603549869594
84757_sf,6.0,30,rfts,sdf,0.2800439591854764
84757_sf,6.0,30,rfta,chf,0.011346809975173747
84757_sf,6.0,30,rfta,hd,0.03917159726265497
84757_sf,6.0,30,rfta,sdf,0.0011856726899749474
84757_sf,6.0,40,mc,chf,0.009634072332677893
84757_sf,6.0,40,mc,hd,0.026120884459477193
84757_sf,6.0,40,mc,sdf,0.011074898103662578
84757_sf,6.0,40,ndc,chf,0.0058455454343310466
84757_sf,6.0,40,ndc,hd,0.022817975626965095
84757_sf,6.0,40,ndc,sdf,0.00983809380447478
84757_sf,6.0,40,rfts,chf,0.0652107499630393
84757_sf,6.0,40,rfts,hd,0.3188908577491417
84757_sf,6.0,40,rfts,sdf,4.681873705554354
84757_sf,6.0,40,rfta,chf,0.007697841680219126
84757_sf,6.0,40,rfta,hd,0.03289773475466578
84757_sf,6.0,40,rfta,sdf,0.0006949049043276333
84757_sf,6.0,50,mc,chf,0.007029010343173288
84757_sf,6.0,50,mc,hd,0.022482639846189412
84757_sf,6.0,50,mc,sdf,0.005658167798505163
84757_sf,6.0,50,ndc,chf,0.004627625753844228
84757_sf,6.0,50,ndc,hd,0.016915831420958604
84757_sf,6.0,50,ndc,sdf,0.005952620107308076
84757_sf,6.0,50,rfts,chf,0.023165412972991555
84757_sf,6.0,50,rfts,hd,0.06738450053454588
84757_sf,6.0,50,rfts,sdf,0.024603267187689862
84757_sf,6.0,50,rfta,chf,0.005360225351787356
84757_sf,6.0,50,rfta,hd,0.021341990344313264
84757_sf,6.0,50,rfta,sdf,0.00039907920694033097
84757_sf,6.0,60,mc,chf,0.005666683565174309
84757_sf,6.0,60,mc,hd,0.017716077326807796
84757_sf,6.0,60,mc,sdf,0.00341968387946466
84757_sf,6.0,60,ndc,chf,0.003802097281379083
84757_sf,6.0,60,ndc,hd,0.015737754406422333
84757_sf,6.0,60,ndc,sdf,0.0021683400959497173
84757_sf,6.0,60,rfts,chf,0.018807589213608818
84757_sf,6.0,60,rfts,hd,0.08508899267991422
84757_sf,6.0,60,rfts,sdf,0.021169558669316278
84757_sf,6.0,60,rfta,chf,0.004557844006383212
84757_sf,6.0,60,rfta,hd,0.018189216751010078
84757_sf,6.0,60,rfta,sdf,0.00025748893699179
84757_sf,6.0,100,mc,chf,0.00345318288442111
84757_sf,6.0,100,mc,hd,0.014735633682358034
84757_sf,6.0,100,mc,sdf,0.0008101749952348875
84757_sf,6.0,100,ndc,chf,0.0026976376438047575
84757_sf,6.0,100,ndc,hd,0.012327574389869186
84757_sf,6.0,100,ndc,sdf,0.00048340049763535755
84757_sf,6.0,100,rfts,chf,0.013268196759061126
84757_sf,6.0,100,rfts,hd,0.10933192700638798
84757_sf,6.0,100,rfts,sdf,0.035066169283232494
84757_sf,6.0,100,rfta,chf,0.003110332881437837
84757_sf,6.0,100,rfta,hd,0.023045876351927737
84757_sf,6.0,100,rfta,sdf,4.5457956252252155e-05
86250_sf,-2.0,6,mc,chf,0.21094738758340015
86250_sf,-2.0,6,mc,hd,0.3152689487334906
86250_sf,-2.0,6,mc,sdf,18.05128260990748
86250_sf,-2.0,6,ndc,chf,0.10840790754570905
86250_sf,-2.0,6,ndc,hd,0.2754338836043135
86250_sf,-2.0,6,ndc,sdf,3.8840488775208826
86250_sf,-2.0,6,rfts,chf,0.05418180958826671
86250_sf,-2.0,6,rfts,hd,0.10810729030032634
86250_sf,-2.0,6,rfts,sdf,0.02022482564228728
86250_sf,-2.0,6,rfta,chf,0.05067975590170948
86250_sf,-2.0,6,rfta,hd,0.11526344372889984
86250_sf,-2.0,6,rfta,sdf,0.013159082009080884
86250_sf,-2.0,10,mc,chf,0.08053680347075658
86250_sf,-2.0,10,mc,hd,0.226919646820828
86250_sf,-2.0,10,mc,sdf,5.057265813211745
86250_sf,-2.0,10,ndc,chf,0.050949517186891724
86250_sf,-2.0,10,ndc,hd,0.18276842632160933
86250_sf,-2.0,10,ndc,sdf,1.144640250283873
86250_sf,-2.0,10,rfts,chf,0.03540195360889188
86250_sf,-2.0,10,rfts,hd,0.09474292789761034
86250_sf,-2.0,10,rfts,sdf,0.02722716877140214
86250_sf,-2.0,10,rfta,chf,0.03950136298895219
86250_sf,-2.0,10,rfta,hd,0.11290311076161312
86250_sf,-2.0,10,rfta,sdf,0.004023824005157786
86250_sf,-2.0,20,mc,chf,0.03694599264342845
86250_sf,-2.0,20,mc,hd,0.16495646150691978
86250_sf,-2.0,20,mc,sdf,1.5766515890811064
86250_sf,-2.0,20,ndc,chf,0.02127350297387502
86250_sf,-2.0,20,ndc,hd,0.09768297382300307
86250_sf,-2.0,20,ndc,sdf,0.20692757745445217
86250_sf,-2.0,20,rfts,chf,0.022287292743031248
86250_sf,-2.0,20,rfts,hd,0.06371813618456706
86250_sf,-2.0,20,rfts,sdf,0.028003014353228016
86250_sf,-2.0,20,rfta,chf,0.027205340317145322
86250_sf,-2.0,20,rfta,hd,0.10815866901013504
86250_sf,-2.0,20,rfta,sdf,0.005114672203905866
86250_sf,-2.0,30,mc,chf,0.018789105494225355
86250_sf,-2.0,30,mc,hd,0.06477449203305755
86250_sf,-2.0,30,mc,sdf,0.29726283847282453
86250_sf,-2.0,30,ndc,chf,0.014126684932019892
86250_sf,-2.0,30,ndc,hd,0.05841918869889653
86250_sf,-2.0,30,ndc,sdf,0.15550920331946272
86250_sf,-2.0,30,rfts,chf,0.01994366822657206
86250_sf,-2.0,30,rfts,hd,0.061529468537596825
86250_sf,-2.0,30,rfts,sdf,0.03460708522215216
86250_sf,-2.0,30,rfta,chf,0.01610807558430244
86250_sf,-2.0,30,rfta,hd,0.06156173832344726
86250_sf,-2.0,30,rfta,sdf,0.0014008980146412889
86250_sf,-2.0,40,mc,chf,0.01405324735424985
86250_sf,-2.0,40,mc,hd,0.06920220320399528
86250_sf,-2.0,40,mc,sdf,0.13104141369466077
86250_sf,-2.0,40,ndc,chf,0.010054613013808758
86250_sf,-2.0,40,ndc,hd,0.05470343059871749
86250_sf,-2.0,40,ndc,sdf,0.07326647151892142
86250_sf,-2.0,40,rfts,chf,0.022326428660173356
86250_sf,-2.0,40,rfts,hd,0.08094642269539573
86250_sf,-2.0,40,rfts,sdf,0.046623857860448176
86250_sf,-2.0,40,rfta,chf,0.012424136213868165
86250_sf,-2.0,40,rfta,hd,0.059600357826604854
86250_sf,-2.0,40,rfta,sdf,0.0009981497406208292
86250_sf,-2.0,50,mc,chf,0.010649580406386413
86250_sf,-2.0,50,mc,hd,0.05769665963030154
86250_sf,-2.0,50,mc,sdf,0.06046185945172812
86250_sf,-2.0,50,ndc,chf,0.008293888455410174
86250_sf,-2.0,50,ndc,hd,0.05351783516206692
86250_sf,-2.0,50,ndc,sdf,0.05676733510315402
86250_sf,-2.0,50,rfts,chf,0.013297579244626625
86250_sf,-2.0,50,rfts,hd,0.047312209425566604
86250_sf,-2.0,50,rfts,sdf,0.019110840869057334
86250_sf,-2.0,50,rfta,chf,0.009147996439967835
86250_sf,-2.0,50,rfta,hd,0.03663374440763085
86250_sf,-2.0,50,rfta,sdf,0.0004365168277857234
86250_sf,-2.0,60,mc,chf,0.008774282579783249
86250_sf,-2.0,60,mc,hd,0.05212747580477676
86250_sf,-2.0,60,mc,sdf,0.04108977822570396
86250_sf,-2.0,60,ndc,chf,0.006446762155575334
86250_sf,-2.0,60,ndc,hd,0.05184840640338728
86250_sf,-2.0,60,ndc,sdf,0.006797075471535642
86250_sf,-2.0,60,rfts,chf,0.010050623316457166
86250_sf,-2.0,60,rfts,hd,0.04523782351079298
86250_sf,-2.0,60,rfts,sdf,0.007971972859070043
86250_sf,-2.0,60,rfta,chf,0.007849684425370328
86250_sf,-2.0,60,rfta,hd,0.031394963768798176
86250_sf,-2.0,60,rfta,sdf,0.0003563473842544072
86250_sf,-2.0,100,mc,chf,0.004811463524125972
86250_sf,-2.0,100,mc,hd,0.023509170458065064
86250_sf,-2.0,100,mc,sdf,0.006125988205251707
86250_sf,-2.0,100,ndc,chf,0.00414474139759401
86250_sf,-2.0,100,ndc,hd,0.029040848078151705
86250_sf,-2.0,100,ndc,sdf,0.002254768126723074
86250_sf,-2.0,100,rfts,chf,0.008369286145505616
86250_sf,-2.0,100,rfts,hd,0.03941084829323832
86250_sf,-2.0,100,rfts,sdf,0.005650636283870174
86250_sf,-2.0,100,rfta,chf,0.0061059218171709536
86250_sf,-2.0,100,rfta,hd,0.03872029226134547
86250_sf,-2.0,100,rfta,sdf,0.0002644024288604989
90889_sf,3.0,6,mc,chf,0.15493971932710054
90889_sf,3.0,6,mc,hd,0.22388612090495388
90889_sf,3.0,6,mc,sdf,11.871660421194271
90889_sf,3.0,6,ndc,chf,0.13671965563015087
90889_sf,3.0,6,ndc,hd,0.3133777961393864
90889_sf,3.0,6,ndc,sdf,7.5841537776613706
90889_sf,3.0,6,rfts,chf,0.0455322229089313
90889_sf,3.0,6,rfts,hd,0.12254215487714602
90889_sf,3.0,6,rfts,sdf,0.019120639289196995
90889_sf,3.0,6,rfta,chf,0.051361743113892085
90889_sf,3.0,6,rfta,hd,0.15610815763770688
90889_sf,3.0,6,rfta,sdf,0.057873413705719606
90889_sf,3.0,10,mc,chf,0.08336642675459419
90889_sf,3.0,10,mc,hd,0.21516705398364888
90889_sf,3.0,10,mc,sdf,6.899021905372193
90889_sf,3.0,10,ndc,chf,0.05328706766084411
90889_sf,3.0,10,ndc,hd,0.15130103510496126
90889_sf,3.0,10,ndc,sdf,0.5057603112446905
90889_sf,3.0,10,rfts,chf,0.03555597648052546
90889_sf,3.0,10,rfts,hd,0.11310508232942316
90889_sf,3.0,10,rfts,sdf,0.030677101473670608
90889_sf,3.0,10,rfta,chf,0.04168794021979389
90889_sf,3.0,10,rfta,hd,0.1399012095942191
90889_sf,3.0,10,rfta,sdf,0.017687383688349413
90889_sf,3.0,20,mc,chf,0.033257355726348914
90889_sf,3.0,20,mc,hd,0.10152644640968408
90889_sf,3.0,20,mc,sdf,0.7844721499064121
90889_sf,3.0,20,ndc,chf,0.023882018856508508
90889_sf,3.0,20,ndc,hd,0.08404193443745667
90889_sf,3.0,20,ndc,sdf,0.25719111300811526
90889_sf,3.0,20,rfts,chf,0.023766302841344233
90889_sf,3.0,20,rfts,hd,0.07275381167955891
90889_sf,3.0,20,rfts,sdf,0.03885663389521952
90889_sf,3.0,20,rfta,chf,0.029016385776422286
90889_sf,3.0,20,rfta,hd,0.12021860611075996
90889_sf,3.0,20,rfta,sdf,0.008768161866840127
90889_sf,3.0,30,mc,chf,0.019538737612090802
90889_sf,3.0,30,mc,hd,0.08421048633554239
90889_sf,3.0,30,mc,sdf,0.38504407092017945
90889_sf,3.0,30,ndc,chf,0.012656722157599325
90889_sf,3.0,30,ndc,hd,0.04318184928383832
90889_sf,3.0,30,ndc,sdf,0.0412951868639669
90889_sf,3.0,30,rfts,chf,0.020479143160339115
90889_sf,3.0,30,rfts,hd,0.06704276751979364
90889_sf,3.0,30,rfts,sdf,0.042819010649108515
90889_sf,3.0,30,rfta,chf,0.015666628308342857
90889_sf,3.0,30,rfta,hd,0.06902316547273761
90889_sf,3.0,30,rfta,sdf,0.0017642789144670116
90889_sf,3.0,40,mc,chf,0.012405847785403646
90889_sf,3.0,40,mc,hd,0.05024355332804447
90889_sf,3.0,40,mc,sdf,0.12747074163928745
90889_sf,3.0,40,ndc,chf,0.007705329934208327
90889_sf,3.0,40,ndc,hd,0.032734137291433825
90889_sf,3.0,40,ndc,sdf,0.025391284949428848
90889_sf,3.0,40,rfts,chf,0.02070642356161316
90889_sf,3.0,40,rfts,hd,0.05416731465538159
90889_sf,3.0,40,rfts,sdf,0.04591218975101662
90889_sf,3.0,40,rfta,chf,0.010835098863422842
90889_sf,3.0,40,rfta,hd,0.056633346542457
90889_sf,3.0,40,rfta,sdf,0.0007760340615009513
90889_sf,3.0,50,mc,chf,0.008906138674880947
90889_sf,3.0,50,mc,hd,0.03827536588811876
90889_sf,3.0,50,mc,sdf,0.07173978443960398
90889_sf,3.0,50,ndc,chf,0.005978309617591307
90889_sf,3.0,50,ndc,hd,0.05605173805840134
90889_sf,3.0,50,ndc,sdf,0.014410352893508218
90889_sf,3.0,50,rfts,chf,0.014097807699316432
90889_sf,3.0,50,rfts,hd,0.046639198429219514
90889_sf,3.0,50,rfts,sdf,0.021002153509411082
90889_sf,3.0,50,rfta,chf,0.0072196648260291
90889_sf,3.0,50,rfta,hd,0.0474144034435856
90889_sf,3.0,50,rfta,sdf,0.0003379257076456877
90889_sf,3.0,60,mc,chf,0.006755435195630006
90889_sf,3.0,60,mc,hd,0.026986087282632975
90889_sf,3.0,60,mc,sdf,0.036624131632465425
90889_sf,3.0,60,ndc,chf,0.004456374069697901
90889_sf,3.0,60,ndc,hd,0.036150739062335346
90889_sf,3.0,60,ndc,sdf,0.007215060440076206
90889_sf,3.0,60,rfts,chf,0.009390445448315602
90889_sf,3.0,60,rfts,hd,0.04566283782331355
90889_sf,3.0,60,rfts,sdf,0.013781047188822235
90889_sf,3.0,60,rfta,chf,0.005296460983226339
90889_sf,3.0,60,rfta,hd,0.02741392555571127
90889_sf,3.0,60,rfta,sdf,0.0002958063117219156
90889_sf,3.0,80,mc,chf,0.0045851553424177995
90889_sf,3.0,80,mc,hd,0.04197308406962676
90889_sf,3.0,80,mc,sdf,0.01300943147060157
90889_sf,3.0,80,ndc,chf,0.0032349682898516795
90889_sf,3.0,80,ndc,hd,0.02998102084786309
90889_sf,3.0,80,ndc,sdf,0.003854494208013099
90889_sf,3.0,80,rfts,chf,0.0061113231957507005
90889_sf,3.0,80,rfts,hd,0.033704003998125336
90889_sf,3.0,80,rfts,sdf,0.0019848690548598534
90889_sf,3.0,80,rfta,chf,0.0039045369139339417
90889_sf,3.0,80,rfta,hd,0.01896767870551467
90889_sf,3.0,80,rfta,sdf,0.000231696031989013
90889_sf,3.0,100,mc,chf,0.003509067925059118
90889_sf,3.0,100,mc,hd,0.03124813488620516
90889_sf,3.0,100,mc,sdf,0.005750726594487807
90889_sf,3.0,100,ndc,chf,0.0025871784655538085
90889_sf,3.0,100,ndc,hd,0.014725689785542747
90889_sf,3.0,100,ndc,sdf,0.0018705684047778618
90889_sf,3.0,100,rfts,chf,0.0043194554093653895
90889_sf,3.0,100,rfts,hd,0.025479433577374165
90889_sf,3.0,100,rfts,sdf,0.0008144275265831704
90889_sf,3.0,100,rfta,chf,0.003211236026385733
90889_sf,3.0,100,rfta,hd,0.02216240780855936
90889_sf,3.0,100,rfta,sdf,0.0002183325667782193
91350_sf,0.0,6,mc,chf,0.17157985370932527
91350_sf,0.0,6,mc,hd,0.2407285581556564
91350_sf,0.0,6,mc,sdf,13.698542692960952
91350_sf,0.0,6,ndc,chf,0.08321948455034406
91350_sf,0.0,6,ndc,hd,0.160306062670427
91350_sf,0.0,6,ndc,sdf,2.390738618916252
91350_sf,0.0,6,rfts,chf,0.05265418639244092
91350_sf,0.0,6,rfts,hd,0.09827047466311775
91350_sf,0.0,6,rfts,sdf,0.017325799519938328
91350_sf,0.0,6,rfta,chf,0.055424577325063694
91350_sf,0.0,6,rfta,hd,0.08615945256355774
91350_sf,0.0,6,rfta,sdf,0.026153542330837175
91350_sf,0.0,10,mc,chf,0.06046936946339371
91350_sf,0.0,10,mc,hd,0.11047203848759848
91350_sf,0.0,10,mc,sdf,1.6934266145103936
91350_sf,0.0,10,ndc,chf,0.03336647197686821
91350_sf,0.0,10,ndc,hd,0.08063841777158148
91350_sf,0.0,10,ndc,sdf,0.2683049378347522
91350_sf,0.0,10,rfts,chf,0.038100813610996695
91350_sf,0.0,10,rfts,hd,0.07545902744680609
91350_sf,0.0,10,rfts,sdf,0.016131548746224675
91350_sf,0.0,10,rfta,chf,0.04329670492029852
91350_sf,0.0,10,rfta,hd,0.06642155659609743
91350_sf,0.0,10,rfta,sdf,0.016165516970478765
91350_sf,0.0,20,mc,chf,0.027537983828870308
91350_sf,0.0,20,mc,hd,0.08654537135601167
91350_sf,0.0,20,mc,sdf,0.5388552908674985
91350_sf,0.0,20,ndc,chf,0.018509049134748753
91350_sf,0.0,20,ndc,hd,0.0681606180890088
91350_sf,0.0,20,ndc,sdf,0.11054121964616043
91350_sf,0.0,20,rfts,chf,0.02688233820534153
91350_sf,0.0,20,rfts,hd,0.06709687332300865
91350_sf,0.0,20,rfts,sdf,0.02447260918105654
91350_sf,0.0,20,rfta,chf,0.02629951381134677
91350_sf,0.0,20,rfta,hd,0.06206832084125819
91350_sf,0.0,20,rfta,sdf,0.0059598267358680285
91350_sf,0.0,30,mc,chf,0.01658924523125936
91350_sf,0.0,30,mc,hd,0.07701101801159078
91350_sf,0.0,30,mc,sdf,0.22964974799626048
91350_sf,0.0,30,ndc,chf,0.011893515991191919
91350_sf,0.0,30,ndc,hd,0.06382357827104194
91350_sf,0.0,30,ndc,sdf,0.09898352045681422
91350_sf,0.0,30,rfts,chf,0.022841271223372966
91350_sf,0.0,30,rfts,hd,0.06740539756263793
91350_sf,0.0,30,rfts,sdf,0.025227092858075766
91350_sf,0.0,30,rfta,chf,0.017322032642767958
91350_sf,0.0,30,rfta,hd,0.06108170871436914
91350_sf,0.0,30,rfta,sdf,0.0028941224052947685
91350_sf,0.0,40,mc,chf,0.012831069433890254
91350_sf,0.0,40,mc,hd,0.08574605348799683
91350_sf,0.0,40,mc,sdf,0.1635077211560085
91350_sf,0.0,40,ndc,chf,0.007382513293954182
91350_sf,0.0,40,ndc,hd,0.05518380556433958
91350_sf,0.0,40,ndc,sdf,0.04784355217682454
91350_sf,0.0,40,rfts,chf,0.022991784566479205
91350_sf,0.0,40,rfts,hd,0.05870415831356482
91350_sf,0.0,40,rfts,sdf,0.026525348260274063
91350_sf,0.0,40,rfta,chf,0.01127960188411965
91350_sf,0.0,40,rfta,hd,0.044100115964467584
91350_sf,0.0,40,rfta,sdf,0.001773153518285833
91350_sf,0.0,50,mc,chf,0.009250782576385163
91350_sf,0.0,50,mc,hd,0.055030241473828526
91350_sf,0.0,50,mc,sdf,0.09812179468702559
91350_sf,0.0,50,ndc,chf,0.006188780917108753
91350_sf,0.0,50,ndc,hd,0.057632514406107505
91350_sf,0.0,50,ndc,sdf,0.053294472486073045
91350_sf,0.0,50,rfts,chf,0.015051667811075312
91350_sf,0.0,50,rfts,hd,0.05044253667085933
91350_sf,0.0,50,rfts,sdf,0.01417288805436989
91350_sf,0.0,50,rfta,chf,0.008527686064642449
91350_sf,0.0,50,rfta,hd,0.04479557787954343
91350_sf,0.0,50,rfta,sdf,0.0011184227855073167
91350_sf,0.0,60,mc,chf,0.00727776092655905
91350_sf,0.0,60,mc,hd,0.05642429812602723
91350_sf,0.0,60,mc,sdf,0.0776150883863402
91350_sf,0.0,60,ndc,chf,0.004614163902051581
91350_sf,0.0,60,ndc,hd,0.05745427397072889
91350_sf,0.0,60,ndc,sdf,0.027433039391440258
91350_sf,0.0,60,rfts,chf,0.011311228178195083
91350_sf,0.0,60,rfts,hd,0.048585509937786875
91350_sf,0.0,60,rfts,sdf,0.008566443666428876
91350_sf,0.0,60,rfta,chf,0.007751069801516294
91350_sf,0.0,60,rfta,hd,0.0481789425061309
91350_sf,0.0,60,rfta,sdf,0.0008274813570730321
91350_sf,0.0,80,mc,chf,0.00521593401475573
91350_sf,0.0,80,mc,hd,0.05015428188001717
91350_sf,0.0,80,mc,sdf,0.05127669223282287
91350_sf,0.0,80,ndc,chf,0.003221735385548622
91350_sf,0.0,80,ndc,hd,0.03288211374243783
91350_sf,0.0,80,ndc,sdf,0.008309242109311473
91350_sf,0.0,80,rfts,chf,0.007113935737887185
91350_sf,0.0,80,rfts,hd,0.04761118564623872
91350_sf,0.0,80,rfts,sdf,0.009277268150196022
91350_sf,0.0,80,rfta,chf,0.006208828373052653
91350_sf,0.0,80,rfta,hd,0.05088274900515085
91350_sf,0.0,80,rfta,sdf,0.0008538289484219509
91350_sf,0.0,100,mc,chf,0.0042099384990980405
91350_sf,0.0,100,mc,hd,0.049856340536806786
91350_sf,0.0,100,mc,sdf,0.030027088235664898
91350_sf,0.0,100,ndc,chf,0.002872162747066698
91350_sf,0.0,100,ndc,hd,0.047812203610909376
91350_sf,0.0,100,ndc,sdf,0.0163204884989286
91350_sf,0.0,100,rfts,chf,0.004492750979558729
91350_sf,0.0,100,rfts,hd,0.041720603504454216
91350_sf,0.0,100,rfts,sdf,0.007159994617487393
91350_sf,0.0,100,rfta,chf,0.00678247148210508
91350_sf,0.0,100,rfta,hd,0.05599357787453803
91350_sf,0.0,100,rfta,sdf,0.0014119027969884017
919991_sf,1.0,6,mc,chf,0.141830786797995
919991_sf,1.0,6,mc,hd,0.2116391861583944
919991_sf,1.0,6,mc,sdf,9.151630367887174
919991_sf,1.0,6,ndc,chf,0.08329974571660351
919991_sf,1.0,6,ndc,hd,0.12683156919535885
919991_sf,1.0,6,ndc,sdf,1.513625651298152
919991_sf,1.0,6,rfts,chf,0.4449667250959442
919991_sf,1.0,6,rfts,hd,1.177693144259302
919991_sf,1.0,6,rfts,sdf,37.93182579083583
919991_sf,1.0,6,rfta,chf,0.12830171617264785
919991_sf,1.0,6,rfta,hd,0.31053595937370676
919991_sf,1.0,6,rfta,sdf,0.7084490485246836
919991_sf,1.0,10,mc,chf,0.04617877544428362
919991_sf,1.0,10,mc,hd,0.08587736338236804
919991_sf,1.0,10,mc,sdf,1.0184347233023214
919991_sf,1.0,10,ndc,chf,0.07207209309329267
919991_sf,1.0,10,ndc,hd,0.07910581220053131
919991_sf,1.0,10,ndc,sdf,0.12697628233441474
919991_sf,1.0,10,rfts,chf,0.10531461862566595
919991_sf,1.0,10,rfts,hd,0.5593580399471901
919991_sf,1.0,10,rfts,sdf,3.8598397276309027
919991_sf,1.0,10,rfta,chf,0.028959800361477404
919991_sf,1.0,10,rfta,hd,0.07826703495279505
919991_sf,1.0,10,rfta,sdf,0.017682100306805365
919991_sf,1.0,20,mc,chf,0.01661450599853558
919991_sf,1.0,20,mc,hd,0.048639242149754534
919991_sf,1.0,20,mc,sdf,0.3195027413653486
919991_sf,1.0,20,ndc,chf,0.005704417415211466
919991_sf,1.0,20,ndc,hd,0.01573904436579805
919991_sf,1.0,20,ndc,sdf,0.00662934595042685
919991_sf,1.0,20,rfts,chf,0.11914434931023211
919991_sf,1.0,20,rfts,hd,0.4566247572694285
919991_sf,1.0,20,rfts,sdf,6.952225004239121
919991_sf,1.0,20,rfta,chf,0.00747759326683901
919991_sf,1.0,20,rfta,hd,0.06179235866936583
919991_sf,1.0,20,rfta,sdf,0.004785358566109873
919991_sf,1.0,40,mc,chf,0.00754826465401584
919991_sf,1.0,40,mc,hd,0.031092870589186868
919991_sf,1.0,40,mc,sdf,0.08980283198433933
919991_sf,1.0,40,ndc,chf,0.0031062929831678614
919991_sf,1.0,40,ndc,hd,0.00531421197773293
919991_sf,1.0,40,ndc,sdf,0.0012696105895765456
919991_sf,1.0,40,rfts,chf,0.17749461596770075
919991_sf,1.0,40,rfts,hd,0.6178618318557585
919991_sf,1.0,40,rfts,sdf,12.568562540030687
919991_sf,1.0,40,rfta,chf,0.003781847763423747
919991_sf,1.0,40,rfta,hd,0.016366690892423687
919991_sf,1.0,40,rfta,sdf,0.002556877767405393
919991_sf,1.0,50,mc,chf,0.0052425227635124255
919991_sf,1.0,50,mc,hd,0.024223631830808095
919991_sf,1.0,50,mc,sdf,0.04749609803470374
919991_sf,1.0,50,ndc,chf,0.0029564059521289794
919991_sf,1.0,50,ndc,hd,0.006083065056219229
919991_sf,1.0,50,ndc,sdf,0.0010420394941167822
919991_sf,1.0,50,rfts,chf,0.186987226684926
919991_sf,1.0,50,rfts,hd,0.5938789275110207
919991_sf,1.0,50,rfts,sdf,12.939531540990895
919991_sf,1.0,50,rfta,chf,0.0032614913393339186
919991_sf,1.0,50,rfta,hd,0.015176336848764158
919991_sf,1.0,50,rfta,sdf,0.0020107373319522685
919991_sf,1.0,60,mc,chf,0.004540975000042448
919991_sf,1.0,60,mc,hd,0.018022174935458036
919991_sf,1.0,60,mc,sdf,0.03885451229434094
919991_sf,1.0,60,ndc,chf,0.0027652176082173623
919991_sf,1.0,60,ndc,hd,0.003476727236332216
919991_sf,1.0,60,ndc,sdf,0.0004830206459585821
919991_sf,1.0,60,rfts,chf,0.2287700959874952
919991_sf,1.0,60,rfts,hd,0.6636030082534474
919991_sf,1.0,60,rfts,sdf,15.814014229159916
919991_sf,1.0,60,rfta,chf,0.003093441459924035
919991_sf,1.0,60,rfta,hd,0.014306026683163775
919991_sf,1.0,60,rfta,sdf,0.0015401619161357323
919991_sf,1.0,80,mc,chf,0.0036915415058202568
919991_sf,1.0,80,mc,hd,0.015200559041419714
919991_sf,1.0,80,mc,sdf,0.018570756797719856
919991_sf,1.0,80,ndc,chf,0.002676067092284899
919991_sf,1.0,80,ndc,hd,0.0025144137872752017
